scorer,DLC_resnet50_pupil-trackingMar26shuffle1_500000,DLC_resnet50_pupil-trackingMar26shuffle1_500000,DLC_resnet50_pupil-trackingMar26shuffle1_500000,DLC_resnet50_pupil-trackingMar26shuffle1_500000,DLC_resnet50_pupil-trackingMar26shuffle1_500000,DLC_resnet50_pupil-trackingMar26shuffle1_500000,DLC_resnet50_pupil-trackingMar26shuffle1_500000,DLC_resnet50_pupil-trackingMar26shuffle1_500000,DLC_resnet50_pupil-trackingMar26shuffle1_500000,DLC_resnet50_pupil-trackingMar26shuffle1_500000,DLC_resnet50_pupil-trackingMar26shuffle1_500000,DLC_resnet50_pupil-trackingMar26shuffle1_500000
bodyparts,north,north,north,east,east,east,south,south,south,west,west,west
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
726,110.97639465332031,52.3175163269043,1.0,175.1989288330078,59.24041748046875,1.0,170.32003784179688,116.70804595947266,1.0,112.50499725341797,108.3325424194336,1.0
727,110.70848846435547,52.265663146972656,1.0,174.3977813720703,59.16840362548828,1.0,169.94866943359375,116.54643249511719,1.0,111.93038940429688,108.54387664794922,1.0
728,110.60511016845703,52.530052185058594,1.0,174.7666778564453,59.05685806274414,1.0,169.8284454345703,116.9229965209961,1.0,112.383544921875,108.63633728027344,1.0
729,110.49549102783203,52.29389572143555,1.0,174.7664794921875,58.8885498046875,1.0,169.5929718017578,117.04572296142578,1.0,112.3687744140625,108.91107940673828,1.0
730,110.6015853881836,52.62379455566406,1.0,174.98696899414062,59.43476486206055,1.0,169.36453247070312,117.69641876220703,1.0,113.021484375,109.01142120361328,1.0
731,110.21212768554688,52.64994430541992,1.0,174.67312622070312,59.263641357421875,1.0,169.4502410888672,117.68046569824219,1.0,112.8802490234375,109.35333251953125,1.0
732,110.66788482666016,52.823944091796875,1.0,174.9705047607422,59.33633041381836,1.0,169.7307586669922,117.94154357910156,1.0,113.39390563964844,108.771484375,1.0
733,110.61441040039062,52.570709228515625,1.0,175.66134643554688,59.21403503417969,1.0,169.83505249023438,117.57840728759766,1.0,113.08499908447266,109.39555358886719,1.0
734,110.58627319335938,52.452640533447266,1.0,175.7326202392578,58.96028518676758,1.0,169.51907348632812,117.47027587890625,1.0,113.53382110595703,108.80171203613281,1.0
735,110.37459564208984,52.58197784423828,1.0,175.48231506347656,58.87385940551758,1.0,169.71678161621094,117.52281951904297,1.0,113.32855224609375,109.0710678100586,1.0
736,110.26114654541016,52.63129425048828,1.0,175.2524871826172,59.55300521850586,1.0,169.57034301757812,117.66360473632812,1.0,112.77188110351562,109.41968536376953,1.0
737,110.39391326904297,52.59413528442383,1.0,175.7944793701172,58.97946548461914,1.0,170.14825439453125,117.46575927734375,1.0,113.49211883544922,108.98887634277344,1.0
738,110.20232391357422,52.703975677490234,1.0,175.32545471191406,59.090065002441406,1.0,169.99887084960938,117.38021850585938,1.0,113.29449462890625,109.54259490966797,1.0
739,110.40110778808594,52.596927642822266,1.0,175.21702575683594,59.09904479980469,1.0,169.77247619628906,117.52488708496094,1.0,113.72984313964844,108.96455383300781,1.0
740,110.15814971923828,52.39956283569336,1.0,174.96383666992188,59.32609558105469,1.0,169.4491729736328,117.58138275146484,1.0,113.20001983642578,109.40715026855469,1.0
741,110.16494750976562,52.43826675415039,1.0,175.34490966796875,59.46755599975586,1.0,169.57765197753906,117.59130096435547,1.0,112.8454818725586,109.43406677246094,1.0
742,109.86302185058594,52.4334602355957,1.0,174.82620239257812,59.18159866333008,1.0,169.4501190185547,117.43770599365234,1.0,112.4738540649414,109.5819320678711,1.0
743,110.33098602294922,52.35295104980469,1.0,174.96356201171875,59.437339782714844,1.0,169.45602416992188,117.69206237792969,1.0,112.74740600585938,109.43653869628906,1.0
744,110.2358169555664,52.39760208129883,1.0,175.69427490234375,59.25335693359375,1.0,169.3550262451172,117.65009307861328,1.0,112.62255859375,109.35303497314453,1.0
745,110.3957290649414,52.513431549072266,1.0,175.3347930908203,59.2022590637207,1.0,169.81689453125,117.8068618774414,1.0,113.16880798339844,109.4569091796875,1.0
746,110.30499267578125,52.5791130065918,1.0,174.9689178466797,59.32762145996094,1.0,169.93646240234375,117.9532470703125,1.0,112.96574401855469,109.38306427001953,1.0
747,110.4371337890625,52.48320388793945,1.0,174.68736267089844,59.217369079589844,1.0,169.4846954345703,117.1950454711914,1.0,113.08099365234375,108.97940063476562,1.0
748,110.59099578857422,52.72911071777344,1.0,175.1482696533203,59.158206939697266,1.0,169.8788604736328,117.14386749267578,1.0,113.3879165649414,108.68199920654297,1.0
749,110.512451171875,52.72371292114258,1.0,174.75283813476562,59.57191467285156,1.0,169.3253173828125,116.90361785888672,1.0,113.14097595214844,108.51712799072266,1.0
750,110.594482421875,52.708335876464844,1.0,174.6764373779297,59.64287185668945,1.0,169.29806518554688,116.98497772216797,1.0,113.36088562011719,108.48119354248047,1.0
751,110.5682373046875,52.63349533081055,1.0,174.55923461914062,59.71051025390625,1.0,169.09300231933594,116.7745132446289,1.0,112.90150451660156,108.15343475341797,1.0
752,110.58321380615234,52.6166877746582,1.0,174.22511291503906,60.02268981933594,1.0,168.8431396484375,116.67062377929688,1.0,112.99468994140625,108.2006607055664,1.0
753,110.83607482910156,52.58873748779297,1.0,173.95115661621094,60.17119598388672,1.0,168.6975860595703,116.62211608886719,1.0,112.54531860351562,108.36598205566406,1.0
754,110.42669677734375,52.90842056274414,1.0,174.0519561767578,59.98320388793945,1.0,168.75466918945312,116.61761474609375,1.0,112.8299789428711,108.38241577148438,1.0
755,110.96556091308594,53.110294342041016,1.0,174.22825622558594,60.51116180419922,1.0,168.96878051757812,116.73693084716797,1.0,112.9947509765625,108.34776306152344,1.0
756,111.61270904541016,52.985740661621094,1.0,173.7864532470703,59.82577896118164,1.0,169.2491455078125,115.79872131347656,1.0,114.25996398925781,108.30497741699219,1.0
757,110.96051788330078,53.163761138916016,1.0,173.78082275390625,59.73197937011719,1.0,169.41392517089844,115.99458312988281,1.0,113.04328918457031,108.75347137451172,1.0
758,112.14238739013672,53.53616714477539,1.0,174.10427856445312,60.57613754272461,1.0,169.06329345703125,115.95214080810547,1.0,114.03529357910156,108.12278747558594,1.0
759,111.17243194580078,53.0876579284668,1.0,173.60739135742188,60.06932067871094,1.0,168.51055908203125,116.00579833984375,1.0,114.20278930664062,108.0999526977539,1.0
760,112.84934997558594,50.70174026489258,1.0,174.4896697998047,58.97414779663086,1.0,167.7606201171875,114.0221176147461,1.0,113.94527435302734,104.91122436523438,1.0
761,113.68632507324219,50.206336975097656,1.0,175.38693237304688,57.48722839355469,1.0,168.73919677734375,113.7132797241211,1.0,112.69464874267578,103.18925476074219,1.0
762,116.77085876464844,48.356239318847656,1.0,177.22958374023438,56.13451385498047,1.0,170.82257080078125,112.1871566772461,1.0,116.3648910522461,101.26087188720703,1.0
763,115.34992980957031,54.321983337402344,1.0,174.4943084716797,61.65057373046875,1.0,170.09695434570312,116.7342529296875,1.0,114.79315948486328,107.41816711425781,1.0
764,113.63134002685547,51.391990661621094,1.0,174.24359130859375,59.20431137084961,1.0,169.78146362304688,113.04519653320312,1.0,112.8576889038086,104.25191497802734,1.0
765,114.38057708740234,50.173728942871094,1.0,174.16380310058594,60.1667366027832,1.0,168.423828125,112.54143524169922,1.0,111.9096450805664,101.80831146240234,1.0
766,112.7601318359375,49.90715026855469,1.0,172.87652587890625,57.85543441772461,1.0,166.9794464111328,111.72592163085938,1.0,111.33011627197266,101.79938507080078,1.0
767,114.24523162841797,49.26167297363281,1.0,174.23973083496094,58.860595703125,1.0,167.0355987548828,111.36946868896484,1.0,112.51287078857422,100.8287353515625,1.0
768,114.78895568847656,47.88051223754883,1.0,174.23252868652344,56.26131057739258,1.0,167.2933349609375,110.7501449584961,1.0,113.26717376708984,99.56160736083984,1.0
769,114.06075286865234,48.72319030761719,1.0,173.59341430664062,56.72359085083008,1.0,167.02557373046875,111.13020324707031,1.0,112.90864562988281,99.95271301269531,1.0
770,113.23751068115234,50.29241180419922,1.0,172.79580688476562,57.77426528930664,1.0,166.86056518554688,111.91509246826172,1.0,112.2498779296875,101.42280578613281,1.0
771,113.72538757324219,50.016048431396484,1.0,173.46636962890625,60.34819412231445,1.0,166.87083435058594,111.56941986083984,1.0,111.91300964355469,100.78936767578125,1.0
772,111.76509094238281,51.49535369873047,1.0,172.8800811767578,59.89814376831055,1.0,166.31690979003906,112.92071533203125,1.0,111.33808135986328,103.45516204833984,1.0
773,114.70372009277344,52.41795349121094,1.0,173.20907592773438,59.72038650512695,1.0,168.1807861328125,113.50767517089844,1.0,114.06633758544922,103.75990295410156,1.0
774,117.57514190673828,50.609596252441406,1.0,176.4539031982422,57.61225128173828,1.0,171.0620880126953,112.31658172607422,1.0,117.73506927490234,101.63809204101562,1.0
775,117.82713317871094,48.79207229614258,1.0,177.7019805908203,55.3760871887207,1.0,171.06875610351562,111.15104675292969,1.0,117.40743255615234,99.32536315917969,1.0
776,115.90215301513672,49.66287612915039,1.0,176.47756958007812,57.45730209350586,1.0,170.66464233398438,111.7798080444336,1.0,116.01365661621094,100.71870422363281,1.0
777,114.95719909667969,50.63178253173828,1.0,176.379638671875,57.68562698364258,1.0,170.41851806640625,113.4354019165039,1.0,115.68505859375,102.14807891845703,1.0
778,114.34654998779297,50.89961242675781,1.0,176.16436767578125,57.13078308105469,1.0,170.70925903320312,113.39376068115234,1.0,115.28888702392578,103.05764770507812,1.0
779,114.56059265136719,51.17789840698242,1.0,176.41976928710938,57.57080841064453,1.0,171.22181701660156,113.9822769165039,1.0,115.740966796875,103.85694885253906,1.0
780,114.89273834228516,52.290061950683594,1.0,176.45068359375,58.2686767578125,1.0,171.5594940185547,114.58112335205078,1.0,116.3443374633789,105.31835174560547,1.0
781,114.21466827392578,52.577606201171875,1.0,176.66006469726562,58.11639404296875,1.0,171.16989135742188,115.31803131103516,1.0,116.1163101196289,105.97428894042969,1.0
782,114.09803009033203,52.80721664428711,1.0,176.01400756835938,58.84074783325195,1.0,171.26239013671875,116.33527374267578,1.0,115.51024627685547,106.96914672851562,1.0
783,113.49381256103516,52.61590576171875,1.0,176.77279663085938,58.086585998535156,1.0,171.83740234375,115.63351440429688,1.0,115.51990509033203,107.24105834960938,1.0
784,113.19798278808594,52.58623504638672,1.0,176.43875122070312,57.8548583984375,1.0,172.05238342285156,115.6780014038086,1.0,114.99779510498047,107.70348358154297,1.0
785,112.3382568359375,52.59202575683594,1.0,176.4154815673828,57.74966049194336,1.0,171.87490844726562,116.04759216308594,1.0,114.45630645751953,107.89718627929688,1.0
786,112.27120971679688,52.66486740112305,1.0,176.60989379882812,57.98674011230469,1.0,172.35324096679688,116.3092041015625,1.0,114.6753921508789,108.2490234375,1.0
787,112.1332778930664,52.9861946105957,1.0,176.41908264160156,58.408599853515625,1.0,172.25169372558594,116.6961898803711,1.0,114.5862808227539,108.6340103149414,1.0
788,112.08013916015625,52.50056838989258,1.0,177.06201171875,58.11700439453125,1.0,171.92776489257812,117.2459945678711,1.0,114.46986389160156,108.57585144042969,1.0
789,111.37808227539062,52.53567886352539,1.0,177.0055694580078,57.95051956176758,1.0,172.50791931152344,117.12730407714844,1.0,114.55301666259766,108.6177749633789,1.0
790,111.39737701416016,52.53701400756836,1.0,177.10964965820312,58.16004943847656,1.0,172.20046997070312,117.56558227539062,1.0,114.3900146484375,108.89305877685547,1.0
791,111.31897735595703,52.23384475708008,1.0,177.44198608398438,57.88561248779297,1.0,172.17262268066406,117.68014526367188,1.0,114.2690200805664,108.85946655273438,1.0
792,111.50721740722656,52.24696350097656,1.0,177.38233947753906,57.47453689575195,1.0,172.50177001953125,117.17543029785156,1.0,114.55644226074219,109.06841278076172,1.0
793,111.47317504882812,52.20231246948242,1.0,177.31646728515625,57.49540710449219,1.0,172.96331787109375,117.06888580322266,1.0,114.2339096069336,108.8535385131836,1.0
794,111.23822021484375,52.098567962646484,1.0,177.39923095703125,57.7614631652832,1.0,173.0069580078125,117.10430145263672,1.0,114.50068664550781,108.88858032226562,1.0
795,111.07598114013672,52.218406677246094,1.0,177.43544006347656,57.59410858154297,1.0,172.76499938964844,117.24363708496094,1.0,114.33399200439453,109.07141876220703,1.0
796,110.9116439819336,52.212825775146484,1.0,177.07717895507812,57.62086486816406,1.0,172.8060302734375,117.09233856201172,1.0,114.3721923828125,108.88023376464844,1.0
797,110.94110107421875,52.18665313720703,1.0,177.08348083496094,57.771759033203125,1.0,172.67495727539062,116.89266967773438,1.0,114.42138671875,108.91624450683594,1.0
798,110.83802795410156,52.39773178100586,1.0,176.71676635742188,57.64985275268555,1.0,172.2931365966797,116.7307357788086,1.0,114.38599395751953,108.97537994384766,1.0
799,111.18319702148438,52.458526611328125,1.0,176.2484588623047,58.42746353149414,1.0,172.0233612060547,117.04533386230469,1.0,114.4405746459961,108.74568939208984,1.0
800,111.11786651611328,52.390419006347656,1.0,176.04481506347656,58.63535690307617,1.0,171.74020385742188,117.5458984375,1.0,114.30709838867188,108.60791015625,1.0
801,111.34329223632812,52.6589469909668,1.0,176.02259826660156,58.79813003540039,1.0,171.67184448242188,117.41650390625,1.0,114.140625,108.54875183105469,1.0
802,111.14361572265625,52.76274871826172,1.0,176.3175506591797,58.79351806640625,1.0,171.3807830810547,117.34174346923828,1.0,114.2476806640625,108.65608215332031,1.0
803,111.58544921875,52.44648361206055,1.0,175.95556640625,58.90873336791992,1.0,171.48193359375,117.1729965209961,1.0,114.51139831542969,108.1807861328125,1.0
804,111.47027587890625,52.41478729248047,1.0,175.41311645507812,58.72571563720703,1.0,171.4605712890625,116.5557632446289,1.0,114.3205337524414,108.16981506347656,1.0
805,111.22657775878906,52.596832275390625,1.0,175.2329559326172,58.77375793457031,1.0,171.13681030273438,116.60660552978516,1.0,114.36820220947266,108.09584045410156,1.0
806,111.38304138183594,52.48944854736328,1.0,175.37789916992188,58.59058380126953,1.0,171.30313110351562,116.20381927490234,1.0,114.15316772460938,108.21476745605469,1.0
807,111.06133270263672,52.4955940246582,1.0,175.32992553710938,58.94750213623047,1.0,171.0867156982422,116.37085723876953,1.0,113.8489990234375,107.90596771240234,1.0
808,111.3508071899414,52.56905746459961,1.0,175.8477325439453,58.75447082519531,1.0,170.89599609375,116.80884552001953,1.0,113.93870544433594,108.21806335449219,1.0
809,111.28538513183594,52.51723098754883,1.0,175.69801330566406,58.91962814331055,1.0,170.81771850585938,117.10237121582031,1.0,114.08600616455078,108.2103271484375,1.0
810,111.14864349365234,52.591514587402344,1.0,175.50384521484375,59.129661560058594,1.0,170.80923461914062,116.93126678466797,1.0,114.08934020996094,107.78192901611328,1.0
811,111.94771575927734,52.369102478027344,1.0,175.74757385253906,58.85030746459961,1.0,170.29803466796875,117.0461196899414,1.0,114.4403305053711,107.77977752685547,1.0
812,111.21267700195312,52.657989501953125,1.0,175.1995849609375,59.17089080810547,1.0,170.2735595703125,117.19450378417969,1.0,114.07185363769531,108.25677490234375,1.0
813,111.48204803466797,52.28739547729492,1.0,174.81829833984375,59.29893493652344,1.0,170.11871337890625,116.74691009521484,1.0,114.15153503417969,107.7861557006836,1.0
814,111.18804168701172,52.57344055175781,1.0,174.89976501464844,59.81022644042969,1.0,170.37203979492188,116.6170883178711,1.0,113.926513671875,108.01292419433594,1.0
815,111.46636199951172,52.48195266723633,1.0,174.895751953125,59.83074951171875,1.0,170.28897094726562,116.53475189208984,1.0,113.86367797851562,107.79727935791016,1.0
816,111.6317138671875,53.304527282714844,1.0,174.85501098632812,59.653465270996094,1.0,170.06553649902344,116.73715209960938,1.0,113.87861633300781,107.93511199951172,1.0
817,111.38923645019531,52.80893325805664,1.0,174.4513702392578,59.92307662963867,1.0,169.94671630859375,116.38095092773438,1.0,113.74903106689453,107.6279296875,1.0
818,111.55740356445312,52.54832077026367,1.0,174.4301300048828,59.86210632324219,1.0,169.6988983154297,115.89060974121094,1.0,113.77252197265625,107.5328140258789,1.0
819,112.11837768554688,52.96432113647461,1.0,174.56544494628906,60.18962478637695,1.0,169.4749755859375,116.28291320800781,1.0,113.4444351196289,107.45207977294922,1.0
820,112.10734558105469,53.37766647338867,1.0,174.7280731201172,60.37376403808594,1.0,169.70314025878906,116.43602752685547,1.0,114.0693359375,107.35037231445312,1.0
821,112.17314910888672,53.2379264831543,1.0,174.5044403076172,60.333251953125,1.0,169.41273498535156,116.44247436523438,1.0,113.71062469482422,107.27323913574219,1.0
822,112.19253540039062,53.313232421875,1.0,174.38702392578125,60.22243118286133,1.0,169.36680603027344,116.16050720214844,1.0,113.59253692626953,107.44038391113281,1.0
823,111.38090515136719,53.01054382324219,1.0,174.4876251220703,60.19374084472656,1.0,169.75494384765625,115.65225982666016,1.0,113.69873809814453,107.65072631835938,1.0
824,111.50928497314453,53.09332275390625,1.0,174.10708618164062,60.33283233642578,1.0,169.6241455078125,115.64552307128906,1.0,113.65010070800781,108.54428100585938,1.0
825,112.2745132446289,53.522953033447266,1.0,174.3665313720703,60.16378402709961,1.0,169.75978088378906,115.90318298339844,1.0,113.79156494140625,107.45492553710938,1.0
826,112.22525024414062,52.98666763305664,1.0,174.3647003173828,60.07534408569336,1.0,169.59710693359375,115.883056640625,1.0,113.73436737060547,107.28192901611328,1.0
827,111.4546127319336,53.06243133544922,1.0,174.78919982910156,59.92486572265625,1.0,169.63327026367188,116.33323669433594,1.0,113.56986999511719,107.89388275146484,1.0
828,111.98633575439453,53.27129364013672,1.0,174.645263671875,59.665428161621094,1.0,170.01695251464844,116.0785140991211,1.0,113.5999526977539,108.30614471435547,1.0
829,111.99913024902344,53.137413024902344,1.0,174.3997039794922,60.19499206542969,1.0,169.61422729492188,116.16273498535156,1.0,113.57969665527344,108.39476776123047,1.0
830,111.52682495117188,53.24980545043945,1.0,174.166259765625,59.98771286010742,1.0,169.40760803222656,116.650634765625,1.0,113.40750122070312,108.93788146972656,1.0
831,111.24630737304688,53.13666534423828,1.0,174.1375732421875,59.99282455444336,1.0,169.41351318359375,116.56945037841797,1.0,113.05279541015625,108.75794219970703,1.0
832,111.240234375,53.23352813720703,1.0,174.2117156982422,59.99578094482422,1.0,169.0312042236328,116.57096862792969,1.0,112.88040924072266,108.5407943725586,1.0
833,111.34615325927734,53.1319580078125,1.0,174.32484436035156,60.091773986816406,1.0,169.56834411621094,116.4887466430664,1.0,113.25582885742188,108.88250732421875,1.0
834,111.39462280273438,52.96928787231445,1.0,174.05892944335938,60.06125259399414,1.0,169.26089477539062,116.14583587646484,1.0,113.13512420654297,108.210693359375,1.0
835,111.14653778076172,53.403175354003906,1.0,173.87234497070312,60.12812042236328,1.0,169.4326629638672,116.21967315673828,1.0,113.19451141357422,108.76805877685547,1.0
836,111.2435302734375,53.34641647338867,1.0,173.9294891357422,60.23830032348633,1.0,169.3468017578125,116.4268569946289,1.0,112.95819091796875,108.78782653808594,1.0
837,111.36260986328125,53.42253494262695,1.0,173.719482421875,60.294189453125,1.0,168.90762329101562,116.65826416015625,1.0,112.86441040039062,108.49385070800781,1.0
838,110.80351257324219,53.092308044433594,1.0,173.64295959472656,60.14383316040039,1.0,168.58148193359375,116.5774154663086,1.0,112.42918395996094,108.16474914550781,1.0
839,110.82898712158203,52.88358688354492,1.0,173.41079711914062,60.44011688232422,1.0,168.4329833984375,116.32433319091797,1.0,112.056396484375,107.84461975097656,1.0
840,111.07470703125,52.38630676269531,1.0,173.76596069335938,60.366676330566406,1.0,168.1946258544922,116.01653289794922,1.0,112.14234924316406,106.57361602783203,1.0
841,111.15994262695312,52.1807746887207,1.0,173.8435821533203,60.02936553955078,1.0,168.3125762939453,115.60697937011719,1.0,111.90052032470703,105.7794418334961,1.0
842,110.93602752685547,52.601898193359375,1.0,173.5531005859375,59.976356506347656,1.0,168.74169921875,115.58637237548828,1.0,112.42645263671875,106.732666015625,1.0
843,110.92518615722656,52.550201416015625,1.0,173.9091033935547,59.748836517333984,1.0,169.20474243164062,114.94989013671875,1.0,112.08788299560547,106.28719329833984,1.0
844,110.9544677734375,52.551212310791016,1.0,173.56103515625,59.733882904052734,1.0,169.3515625,115.0666275024414,1.0,112.39277648925781,106.34097290039062,1.0
845,111.51578521728516,52.67736053466797,1.0,173.8997344970703,60.32491683959961,1.0,169.14329528808594,115.28729248046875,1.0,112.78697204589844,106.91089630126953,1.0
846,111.33782196044922,52.765262603759766,1.0,174.1321563720703,60.39773178100586,1.0,169.40536499023438,115.252685546875,1.0,112.49295043945312,106.6188735961914,1.0
847,111.18256378173828,52.91179656982422,1.0,173.8978271484375,60.135555267333984,1.0,168.90280151367188,115.33088684082031,1.0,112.56737518310547,107.0450210571289,1.0
848,112.01820373535156,53.393741607666016,1.0,173.84010314941406,60.61505126953125,1.0,169.3628387451172,115.61109161376953,1.0,112.75460815429688,107.11031341552734,1.0
849,111.51549530029297,53.03911209106445,1.0,173.8096466064453,60.656471252441406,1.0,168.9653778076172,115.9901351928711,1.0,112.93094635009766,107.90187072753906,1.0
850,111.68891143798828,53.29806900024414,1.0,173.88067626953125,60.63115692138672,1.0,168.69039916992188,116.2807388305664,1.0,113.14466857910156,108.37428283691406,1.0
851,111.63542175292969,53.274471282958984,1.0,173.64613342285156,60.653953552246094,1.0,168.6476287841797,116.07687377929688,1.0,113.56654357910156,107.9848403930664,1.0
852,111.45687103271484,53.33839416503906,1.0,173.90187072753906,60.57256317138672,1.0,168.78123474121094,115.91058349609375,1.0,112.67841339111328,107.8863525390625,1.0
853,112.20893859863281,53.3972053527832,1.0,173.8951873779297,60.634090423583984,1.0,169.05348205566406,115.75548553466797,1.0,113.17070007324219,108.04730224609375,1.0
854,112.24724578857422,53.684078216552734,1.0,173.81785583496094,60.76617431640625,1.0,168.8565673828125,115.77610778808594,1.0,112.76173400878906,107.04536437988281,1.0
855,112.10557556152344,53.78310775756836,1.0,174.03561401367188,60.64680862426758,1.0,168.57345581054688,115.74642944335938,1.0,112.86293029785156,107.091552734375,1.0
856,112.35821533203125,53.88639831542969,1.0,173.91744995117188,60.76973342895508,1.0,168.45840454101562,115.65140533447266,1.0,113.04974365234375,107.7481918334961,1.0
857,112.16107940673828,53.911041259765625,1.0,173.37435913085938,60.5928840637207,1.0,168.27442932128906,115.63973236083984,1.0,112.76521301269531,107.87171173095703,1.0
858,112.25016784667969,53.736793518066406,1.0,173.54122924804688,61.42864227294922,1.0,167.957763671875,115.98808288574219,1.0,112.83966064453125,106.95297241210938,1.0
859,112.43590545654297,54.322723388671875,1.0,173.84837341308594,61.16802215576172,1.0,168.21707153320312,116.10540771484375,1.0,113.069091796875,107.09266662597656,1.0
860,112.48897552490234,54.07944869995117,1.0,173.77342224121094,60.74213790893555,1.0,168.38946533203125,115.9749755859375,1.0,112.94097137451172,107.1640853881836,1.0
861,112.81246185302734,54.09089660644531,1.0,173.73448181152344,60.98286437988281,1.0,168.4962615966797,115.85660552978516,1.0,113.32505798339844,107.42092895507812,1.0
862,112.38462829589844,54.02015686035156,1.0,173.6451416015625,60.965938568115234,1.0,167.93133544921875,115.67400360107422,1.0,112.99249267578125,107.78784942626953,1.0
863,112.60404205322266,54.23329162597656,1.0,173.4241180419922,61.50788497924805,1.0,168.38360595703125,115.75697326660156,1.0,113.47379302978516,107.21227264404297,1.0
864,112.49707794189453,54.31378936767578,1.0,173.38235473632812,60.97447967529297,1.0,168.1767578125,115.57854461669922,1.0,112.8448257446289,107.75654602050781,1.0
865,112.71308898925781,54.52167510986328,1.0,173.5919647216797,60.58739471435547,1.0,168.9889373779297,115.46257781982422,1.0,113.28826904296875,108.28448486328125,1.0
866,112.66681671142578,54.11283874511719,1.0,173.46263122558594,61.52115249633789,1.0,168.59031677246094,115.51638793945312,1.0,112.9163818359375,107.20079040527344,1.0
867,112.58645629882812,53.65913772583008,1.0,173.26119995117188,61.16337203979492,1.0,168.84715270996094,115.4632568359375,1.0,112.8259048461914,107.02415466308594,1.0
868,112.18350219726562,53.906593322753906,1.0,173.66578674316406,61.279483795166016,1.0,168.2156219482422,115.59013366699219,1.0,112.83102416992188,106.95264434814453,1.0
869,112.4755859375,54.219215393066406,1.0,173.54405212402344,61.54803466796875,1.0,168.35830688476562,116.09259033203125,1.0,113.0294189453125,108.04693603515625,1.0
870,112.69091033935547,54.40281677246094,1.0,173.77491760253906,61.40121841430664,1.0,168.40655517578125,116.34239196777344,1.0,113.24954223632812,108.32622528076172,1.0
871,113.04393768310547,54.38618469238281,1.0,173.34962463378906,61.46514892578125,1.0,168.56240844726562,116.30072784423828,1.0,113.16402435302734,108.02799224853516,1.0
872,112.82707977294922,54.146018981933594,1.0,173.68572998046875,61.28310775756836,1.0,168.94720458984375,116.20101165771484,1.0,113.37167358398438,108.16576385498047,1.0
873,112.77294921875,54.05424499511719,1.0,173.587646484375,60.79332733154297,1.0,169.0279998779297,116.00652313232422,1.0,113.52719116210938,108.17315673828125,1.0
874,112.52117156982422,53.94745635986328,1.0,173.2603302001953,60.609893798828125,1.0,168.56695556640625,116.1967544555664,1.0,112.99176025390625,108.0244369506836,1.0
875,112.36262512207031,53.87313461303711,1.0,173.4874725341797,61.08140563964844,1.0,168.67938232421875,116.22820281982422,1.0,112.78079223632812,107.81887817382812,1.0
876,111.62629699707031,53.52450942993164,1.0,173.69918823242188,61.47429275512695,1.0,168.3890838623047,116.2338638305664,1.0,112.95084381103516,108.15654754638672,1.0
877,112.63497924804688,54.3289680480957,1.0,173.4301300048828,61.55826950073242,1.0,168.80880737304688,115.99829864501953,1.0,114.12564849853516,108.1449966430664,1.0
878,111.7496109008789,53.883785247802734,1.0,172.84616088867188,62.19643783569336,1.0,167.89659118652344,116.61772155761719,1.0,112.66240692138672,108.38736724853516,1.0
879,112.34697723388672,52.51628875732422,1.0,173.9785614013672,60.16536331176758,1.0,167.67506408691406,115.4827880859375,1.0,113.27872467041016,105.99018096923828,1.0
880,113.8315658569336,53.66744613647461,1.0,174.49327087402344,60.52521514892578,1.0,168.94210815429688,115.8495101928711,1.0,113.78631591796875,106.50363159179688,1.0
881,115.68721008300781,54.0987548828125,1.0,174.9540557861328,61.28909683227539,1.0,170.1339874267578,115.45063781738281,1.0,115.14839172363281,106.46656036376953,1.0
882,113.18880462646484,55.315547943115234,1.0,173.12997436523438,62.235416412353516,1.0,169.35690307617188,115.68734741210938,1.0,113.25904083251953,108.3891830444336,1.0
883,113.06185150146484,53.96220016479492,1.0,173.233642578125,60.94121170043945,1.0,167.98394775390625,114.74430847167969,1.0,113.32634735107422,106.01885223388672,1.0
884,113.2896728515625,54.25220489501953,1.0,173.54800415039062,61.5142936706543,1.0,167.94239807128906,114.69677734375,1.0,113.35335540771484,105.98776245117188,1.0
885,112.96834564208984,54.01332092285156,1.0,173.21383666992188,62.017852783203125,1.0,167.7491912841797,114.29362487792969,1.0,112.29818725585938,105.91767883300781,1.0
886,113.71692657470703,54.18790054321289,1.0,173.1764678955078,61.93395233154297,1.0,167.689697265625,114.5508804321289,1.0,113.03070831298828,105.20320129394531,1.0
887,113.4510269165039,53.45730972290039,1.0,173.05752563476562,61.53703689575195,1.0,167.5837860107422,113.9355697631836,1.0,112.74110412597656,104.61250305175781,1.0
888,113.91790008544922,53.243385314941406,1.0,173.54339599609375,62.51054382324219,1.0,167.57821655273438,114.18749237060547,1.0,112.15166473388672,104.09059143066406,1.0
889,113.56123352050781,52.94988250732422,1.0,173.6524658203125,62.341888427734375,1.0,167.85693359375,114.1573257446289,1.0,112.09210968017578,103.93115997314453,1.0
890,113.4051742553711,52.98996353149414,1.0,173.43397521972656,62.49434280395508,1.0,167.90611267089844,114.01121520996094,1.0,111.91165161132812,104.41752624511719,1.0
891,113.73074340820312,53.344932556152344,1.0,173.44419860839844,62.580718994140625,1.0,167.79571533203125,114.34449768066406,1.0,112.06771087646484,104.6547622680664,1.0
